Timestamp;Timestamp_Excel;00000022;00000023;00000024;00000025;00000026;00000027;00000028;00000029;0000002A;0000002B;0000002C;0000002D;0000002E;0000002F;00000030;00000031;00000032;00000033;00000034;00000017;00000018;00000019;00000020;0000001F;0000001D;0000001E;00000035;00000036;00000037;00000038;00000039;0000003A;0000003B;0000003C;0000003D;0000003E;00000053;00000050
1640174208561;2021-12-22T12:56:48;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1156.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174208646;2021-12-22T12:56:48;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1157.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174208734;2021-12-22T12:56:48;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1159.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174208827;2021-12-22T12:56:48;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1160.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174208944;2021-12-22T12:56:48;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1161.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209024;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.50;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209131;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.31;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209227;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209334;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209427;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209526;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209632;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209724;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.00;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209831;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174209929;2021-12-22T12:56:49;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210038;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1162.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210125;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1163.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210226;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1164.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210329;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1165.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210429;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1167.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210538;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.70;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1168.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210625;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.70;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1169.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210730;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1170.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210832;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1171.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174210941;2021-12-22T12:56:50;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1173.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174211063;2021-12-22T12:56:51;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1174.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174211135;2021-12-22T12:56:51;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.69;32.62;4.31;32.62;true;1174.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174211244;2021-12-22T12:56:51;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.62;32.56;4.38;32.62;true;1174.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174211336;2021-12-22T12:56:51;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.62;32.56;4.38;32.62;true;1174.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174211445;2021-12-22T12:56:51;true;false;false;1150.00;23.50;11.50;55.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.62;32.56;4.38;32.62;true;1174.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640174211531;2021-12-22T12:56:51;true;false;false;1150.00;23.50;11.50;55.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.60;4.70;1.44;0.38;3.88;56.62;32.56;4.38;32.62;true;1174.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
