Timestamp;Timestamp_Excel;00000022;00000023;00000024;00000025;00000026;00000027;00000028;00000029;0000002A;0000002B;0000002C;0000002D;0000002E;0000002F;00000030;00000031;00000032;00000033;00000034;00000017;00000018;00000019;00000020;0000001F;0000001D;0000001E;00000035;00000036;00000037;00000038;00000039;0000003A;0000003B;0000003C;0000003D;0000003E;00000053;00000050
1640169708068;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;3.94;55.75;31.69;5.75;31.88;true;964.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708131;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;3.94;55.75;31.69;5.75;31.88;true;965.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708231;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;3.94;55.75;31.69;5.75;31.88;true;967.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708331;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;3.94;55.75;31.69;5.75;31.88;true;968.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708433;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;3.94;55.75;31.69;5.75;31.88;true;969.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708530;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;3.94;55.75;31.69;5.75;31.88;true;970.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708626;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;972.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708753;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.50;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;975.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708829;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;978.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169708942;2021-12-22T11:41:48;true;false;false;950.00;23.50;10.00;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;981.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709024;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;984.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709130;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;987.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709228;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;990.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709334;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;992.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709426;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.50;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;994.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709523;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;4.00;55.69;31.62;5.75;31.88;true;996.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709633;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;998.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709724;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1000.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709837;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1002.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169709929;2021-12-22T11:41:49;true;false;false;950.00;23.50;10.50;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1004.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710029;2021-12-22T11:41:50;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1005.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710131;2021-12-22T11:41:50;true;false;false;950.00;23.50;10.50;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1007.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710225;2021-12-22T11:41:50;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1009.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710330;2021-12-22T11:41:50;true;false;false;950.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1012.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710435;2021-12-22T11:41:50;true;false;false;950.00;23.50;10.50;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;5.00;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1015.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710545;2021-12-22T11:41:50;true;false;false;1000.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.75;31.88;true;1019.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710638;2021-12-22T11:41:50;true;false;false;1000.00;23.50;10.50;59.00;33.00;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1022.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710740;2021-12-22T11:41:50;true;false;false;1000.00;23.50;10.50;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1025.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710846;2021-12-22T11:41:50;true;false;false;1000.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1028.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169710927;2021-12-22T11:41:50;true;false;false;1000.00;23.50;10.50;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1031.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169711053;2021-12-22T11:41:51;true;false;false;1000.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1034.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169711129;2021-12-22T11:41:51;true;false;false;1000.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1037.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169711244;2021-12-22T11:41:51;true;false;false;1000.00;23.50;10.50;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.00;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1041.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169711325;2021-12-22T11:41:51;true;false;false;1000.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1042.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169711429;2021-12-22T11:41:51;true;false;false;1000.00;23.50;10.00;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1044.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640169711528;2021-12-22T11:41:51;true;false;false;1000.00;23.50;10.50;59.00;32.50;false;false;false;false;false;false;false;1.00;0.00;12.10;4.90;2.44;1.81;4.00;55.62;31.62;5.81;31.88;true;1046.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
