Timestamp;Timestamp_Excel;00000022;00000023;00000024;00000025;00000026;00000027;00000028;00000029;0000002A;0000002B;0000002C;0000002D;0000002E;0000002F;00000030;00000031;00000032;00000033;00000034;00000017;00000018;00000019;00000020;0000001F;0000001D;0000001E;00000035;00000036;00000037;00000038;00000039;0000003A;0000003B;0000003C;0000003D;0000003E;00000053;00000050
1640164307476;2021-12-22T10:11:47;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.50;34.19;2.31;34.06;true;1843.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164307544;2021-12-22T10:11:47;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.50;34.19;2.31;34.06;true;1844.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164307631;2021-12-22T10:11:47;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1845.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164307733;2021-12-22T10:11:47;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1847.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164307846;2021-12-22T10:11:47;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1848.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164307927;2021-12-22T10:11:47;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1849.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308027;2021-12-22T10:11:48;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1850.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308130;2021-12-22T10:11:48;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1852.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308229;2021-12-22T10:11:48;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1853.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308347;2021-12-22T10:11:48;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1855.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308423;2021-12-22T10:11:48;true;false;false;1800.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1858.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308531;2021-12-22T10:11:48;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.50;34.19;2.38;34.06;true;1860.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308631;2021-12-22T10:11:48;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1863.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308727;2021-12-22T10:11:48;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1865.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308828;2021-12-22T10:11:48;true;false;false;1850.00;23.00;18.00;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1868.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164308924;2021-12-22T10:11:48;true;false;false;1850.00;23.00;18.00;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1870.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309030;2021-12-22T10:11:49;true;false;false;1850.00;23.00;18.00;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1873.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309128;2021-12-22T10:11:49;true;false;false;1850.00;23.00;18.00;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1875.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309241;2021-12-22T10:11:49;true;false;false;1850.00;23.00;18.00;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1878.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309324;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;34.50;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1879.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309433;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;34.50;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1880.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309535;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;34.50;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.19;2.38;34.06;true;1882.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309624;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;34.50;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.12;2.38;34.06;true;1883.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309736;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.12;2.38;34.06;true;1884.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309831;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.12;2.38;34.06;true;1885.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164309966;2021-12-22T10:11:49;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.44;34.12;2.38;34.06;true;1887.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164310043;2021-12-22T10:11:50;true;false;false;1850.00;23.00;17.50;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.10;4.20;0.75;-0.88;4.31;65.44;34.12;2.38;34.06;true;1888.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
1640164310133;2021-12-22T10:11:50;true;false;false;1850.00;23.00;18.00;51.00;35.00;false;false;false;false;false;false;false;1.00;0.00;13.20;4.20;0.75;-0.88;4.31;65.44;34.12;2.38;34.06;true;1889.00;0.95;true;true;false;100.00;100.00;60.00;60.00;1.00;4.00
